,method,speaker,file_name,random_file_name,text
245,ours,01,S001F017P000W00025.wav,245_ori_ours_01_S001F017P000W00025.wav,守则等也要学习法律常识
246,GlowTTSAndHiFI-GAN,20,S020F004P000W00302.wav,246_ori_GlowTTSAndHiFI-GAN_20_S020F004P000W00302.wav,动真格
247,ours,15,S015F002P000W00487.wav,247_ori_ours_15_S015F002P000W00487.wav,价
248,vits,01,S001F018P000W00010.wav,248_ori_vits_01_S001F018P000W00010.wav,儒家学派
249,vits,19,S019F007P000W00023.wav,249_ori_vits_19_S019F007P000W00023.wav,叠被子
250,ours,19,S019F002P000W00014.wav,250_ori_ours_19_S019F002P000W00014.wav,张金哲教授确诊为
251,vits,01,S001F018P000W00039.wav,251_ori_vits_01_S001F018P000W00039.wav,从而从之其不善者改之
252,seedvc,15,S015F002P000W00076.wav,252_ori_seedvc_15_S015F002P000W00076.wav,抑制楼市过快上涨
253,vits,19,S019F018P000W00018.wav,253_ori_vits_19_S019F018P000W00018.wav,而幸福
254,ori,18,S018F011P000W00016.wav,254_ori_ori_18_S018F011P000W00016.wav,所以我们要保护环境
255,GlowTTSAndHiFI-GAN,18,S018F011P000W00052.wav,255_ori_GlowTTSAndHiFI-GAN_18_S018F011P000W00052.wav,废电池扔到地上
256,ori,20,S020F003P000W00289.wav,256_ori_ori_20_S020F003P000W00289.wav,中国游戏公司纷纷忙
257,ours,01,S001F001P000W00001.wav,257_ori_ours_01_S001F001P000W00001.wav,一个无比亲切的称呼
258,vits,01,S001F011P000W00016.wav,258_ori_vits_01_S001F011P000W00016.wav,让我更新了观念
259,seedvc,15,S015F002P000W00693.wav,259_ori_seedvc_15_S015F002P000W00693.wav,作为独立公司的
260,ours,23,S023F002P000W01184.wav,260_ori_ours_23_S023F002P000W01184.wav,并未能给公这些公司带来
261,ori,06,S006F009P000W00038.wav,261_ori_ori_06_S006F009P000W00038.wav,后也不知道
262,ori,16,S016F003P000W00128.wav,262_ori_ori_16_S016F003P000W00128.wav,可穿戴设备等
263,ori,15,S015F002P000W01043.wav,263_ori_ori_15_S015F002P000W01043.wav,赛事的经验累
264,seedvc,06,S006F007P000W00029.wav,264_ori_seedvc_06_S006F007P000W00029.wav,所以我依然想担任
265,ours,20,S020F004P000W00163.wav,265_ori_ours_20_S020F004P000W00163.wav,具有一定的风险性
266,vits,23,S023F001P000W01109.wav,266_ori_vits_23_S023F001P000W01109.wav,长期被
267,vits,16,S016F002P000W00091.wav,267_ori_vits_16_S016F002P000W00091.wav,产品的质量
268,seedvc,20,S020F003P000W00184.wav,268_ori_seedvc_20_S020F003P000W00184.wav,病毒武器最基本的要求
269,ours,06,S006F006P000W00025.wav,269_ori_ours_06_S006F006P000W00025.wav,他毅然弃医从文
270,ori,19,S019F010P000W00002.wav,270_ori_ori_19_S019F010P000W00002.wav,专升本考试
271,vits,01,S001F001P000W00037.wav,271_ori_vits_01_S001F001P000W00037.wav,愿我们都能以一颗感恩之心
272,vits,19,S019F002P000W00016.wav,272_ori_vits_19_S019F002P000W00016.wav,其主要表现为
273,vits,20,S020F002P000W00062.wav,273_ori_vits_20_S020F002P000W00062.wav,地
274,seedvc,06,S006F003P000W00052.wav,274_ori_seedvc_06_S006F003P000W00052.wav,只要一下
275,ori,18,S018F010P000W00194.wav,275_ori_ori_18_S018F010P000W00194.wav,社会才能发展进步
276,vits,23,S023F002P000W01066.wav,276_ori_vits_23_S023F002P000W01066.wav,财力增长
277,seedvc,18,S018F004P000W00060.wav,277_ori_seedvc_18_S018F004P000W00060.wav,求笋孝敬母亲的事迹
278,vits,06,S006F004P000W00070.wav,278_ori_vits_06_S006F004P000W00070.wav,它助我们在主动中
279,GlowTTSAndHiFI-GAN,06,S006F003P000W00026.wav,279_ori_GlowTTSAndHiFI-GAN_06_S006F003P000W00026.wav,在原始时期
280,ori,01,S001F018P000W00039.wav,280_ori_ori_01_S001F018P000W00039.wav,从而从之其不善者改之
281,vits,06,S006F003P000W00081.wav,281_ori_vits_06_S006F003P000W00081.wav,废电池
282,GlowTTSAndHiFI-GAN,16,S016F002P000W00132.wav,282_ori_GlowTTSAndHiFI-GAN_16_S016F002P000W00132.wav,投资中
283,ours,15,S015F002P000W00442.wav,283_ori_ours_15_S015F002P000W00442.wav,推广新媒体的版图
284,seedvc,20,S020F002P000W00016.wav,284_ori_seedvc_20_S020F002P000W00016.wav,供给
285,GlowTTSAndHiFI-GAN,15,S015F002P000W00512.wav,285_ori_GlowTTSAndHiFI-GAN_15_S015F002P000W00512.wav,债券
286,seedvc,19,S019F002P000W00014.wav,286_ori_seedvc_19_S019F002P000W00014.wav,张金哲教授确诊为
287,seedvc,06,S006F003P000W00026.wav,287_ori_seedvc_06_S006F003P000W00026.wav,在原始时期
288,ours,06,S006F003P000W00052.wav,288_ori_ours_06_S006F003P000W00052.wav,只要一下
289,seedvc,19,S019F008P000W00013.wav,289_ori_seedvc_19_S019F008P000W00013.wav,现在想来
290,ori,20,S020F003P000W00184.wav,290_ori_ori_20_S020F003P000W00184.wav,病毒武器最基本的要求
291,ori,18,S018F011P000W00052.wav,291_ori_ori_18_S018F011P000W00052.wav,废电池扔到地上
292,ori,16,S016F002P000W00091.wav,292_ori_ori_16_S016F002P000W00091.wav,产品的质量
293,vits,15,S015F002P000W00487.wav,293_ori_vits_15_S015F002P000W00487.wav,价
294,seedvc,18,S018F014P000W00151.wav,294_ori_seedvc_18_S018F014P000W00151.wav,创造
295,GlowTTSAndHiFI-GAN,16,S016F001P000W00218.wav,295_ori_GlowTTSAndHiFI-GAN_16_S016F001P000W00218.wav,程序
296,ori,15,S015F002P000W00487.wav,296_ori_ori_15_S015F002P000W00487.wav,价
297,vits,23,S023F001P000W01074.wav,297_ori_vits_23_S023F001P000W01074.wav,的大公司正在
298,seedvc,23,S023F002P000W01066.wav,298_ori_seedvc_23_S023F002P000W01066.wav,财力增长
299,vits,15,S015F002P000W00442.wav,299_ori_vits_15_S015F002P000W00442.wav,推广新媒体的版图
300,vits,18,S018F003P000W00054.wav,300_ori_vits_18_S018F003P000W00054.wav,按时清扫卫生
301,seedvc,01,S001F011P000W00016.wav,301_ori_seedvc_01_S001F011P000W00016.wav,让我更新了观念
302,GlowTTSAndHiFI-GAN,19,S019F018P000W00018.wav,302_ori_GlowTTSAndHiFI-GAN_19_S019F018P000W00018.wav,而幸福
303,ours,19,S019F002P000W00016.wav,303_ori_ours_19_S019F002P000W00016.wav,其主要表现为
304,ori,20,S020F004P000W00163.wav,304_ori_ori_20_S020F004P000W00163.wav,具有一定的风险性
305,ours,19,S019F008P000W00013.wav,305_ori_ours_19_S019F008P000W00013.wav,现在想来
306,ours,18,S018F003P000W00054.wav,306_ori_ours_18_S018F003P000W00054.wav,按时清扫卫生
307,ori,01,S001F023P000W00091.wav,307_ori_ori_01_S001F023P000W00091.wav,提高素养
308,ori,20,S020F002P000W00062.wav,308_ori_ori_20_S020F002P000W00062.wav,地
309,vits,20,S020F003P000W00203.wav,309_ori_vits_20_S020F003P000W00203.wav,是威力巨大的定时炸弹
310,ori,06,S006F004P000W00070.wav,310_ori_ori_06_S006F004P000W00070.wav,它助我们在主动中
311,ours,23,S023F001P000W00460.wav,311_ori_ours_23_S023F001P000W00460.wav,系统
312,ori,18,S018F014P000W00151.wav,312_ori_ori_18_S018F014P000W00151.wav,创造
313,GlowTTSAndHiFI-GAN,18,S018F004P000W00060.wav,313_ori_GlowTTSAndHiFI-GAN_18_S018F004P000W00060.wav,求笋孝敬母亲的事迹
314,GlowTTSAndHiFI-GAN,01,S001F017P000W00025.wav,314_ori_GlowTTSAndHiFI-GAN_01_S001F017P000W00025.wav,守则等也要学习法律常识
315,seedvc,19,S019F007P000W00023.wav,315_ori_seedvc_19_S019F007P000W00023.wav,叠被子
316,vits,16,S016F004P000W00108.wav,316_ori_vits_16_S016F004P000W00108.wav,虽然杭州将为亚运会
317,GlowTTSAndHiFI-GAN,15,S015F002P000W00693.wav,317_ori_GlowTTSAndHiFI-GAN_15_S015F002P000W00693.wav,作为独立公司的
318,seedvc,23,S023F001P000W00460.wav,318_ori_seedvc_23_S023F001P000W00460.wav,系统
319,seedvc,18,S018F011P000W00052.wav,319_ori_seedvc_18_S018F011P000W00052.wav,废电池扔到地上
320,seedvc,19,S019F001P000W00002.wav,320_ori_seedvc_19_S019F001P000W00002.wav,来自北京理工大学
321,vits,19,S019F008P000W00013.wav,321_ori_vits_19_S019F008P000W00013.wav,现在想来
322,GlowTTSAndHiFI-GAN,18,S018F011P000W00016.wav,322_ori_GlowTTSAndHiFI-GAN_18_S018F011P000W00016.wav,所以我们要保护环境
323,vits,06,S006F003P000W00026.wav,323_ori_vits_06_S006F003P000W00026.wav,在原始时期
324,GlowTTSAndHiFI-GAN,23,S023F002P000W01066.wav,324_ori_GlowTTSAndHiFI-GAN_23_S023F002P000W01066.wav,财力增长
325,GlowTTSAndHiFI-GAN,18,S018F010P000W00162.wav,325_ori_GlowTTSAndHiFI-GAN_18_S018F010P000W00162.wav,当自身利益
326,vits,20,S020F002P000W00015.wav,326_ori_vits_20_S020F002P000W00015.wav,当
327,vits,15,S015F002P000W00766.wav,327_ori_vits_15_S015F002P000W00766.wav,汽车模具以及
328,seedvc,18,S018F010P000W00194.wav,328_ori_seedvc_18_S018F010P000W00194.wav,社会才能发展进步
329,seedvc,01,S001F002P000W00024.wav,329_ori_seedvc_01_S001F002P000W00024.wav,社会的需要
330,ori,18,S018F011P000W00023.wav,330_ori_ori_18_S018F011P000W00023.wav,浪费水资源
331,seedvc,19,S019F026P000W00029.wav,331_ori_seedvc_19_S019F026P000W00029.wav,素质
332,seedvc,16,S016F003P000W00208.wav,332_ori_seedvc_16_S016F003P000W00208.wav,三
333,vits,20,S020F004P000W00302.wav,333_ori_vits_20_S020F004P000W00302.wav,动真格
334,vits,06,S006F009P000W00122.wav,334_ori_vits_06_S006F009P000W00122.wav,受到侵害时
335,ours,15,S015F002P000W00112.wav,335_ori_ours_15_S015F002P000W00112.wav,当月住宅类商
336,ori,19,S019F002P000W00014.wav,336_ori_ori_19_S019F002P000W00014.wav,张金哲教授确诊为
337,ori,01,S001F002P000W00024.wav,337_ori_ori_01_S001F002P000W00024.wav,社会的需要
338,ori,18,S018F013P000W00315.wav,338_ori_ori_18_S018F013P000W00315.wav,用小学生
339,ours,01,S001F001P000W00037.wav,339_ori_ours_01_S001F001P000W00037.wav,愿我们都能以一颗感恩之心
340,seedvc,18,S018F010P000W00162.wav,340_ori_seedvc_18_S018F010P000W00162.wav,当自身利益
341,ori,16,S016F002P000W00081.wav,341_ori_ori_16_S016F002P000W00081.wav,但在特定的过程
342,vits,15,S015F002P000W00457.wav,342_ori_vits_15_S015F002P000W00457.wav,转型后的整合营销集团
343,ours,06,S006F003P000W00026.wav,343_ori_ours_06_S006F003P000W00026.wav,在原始时期
344,GlowTTSAndHiFI-GAN,06,S006F009P000W00122.wav,344_ori_GlowTTSAndHiFI-GAN_06_S006F009P000W00122.wav,受到侵害时
345,ori,19,S019F001P000W00002.wav,345_ori_ori_19_S019F001P000W00002.wav,来自北京理工大学
346,GlowTTSAndHiFI-GAN,15,S015F002P000W00112.wav,346_ori_GlowTTSAndHiFI-GAN_15_S015F002P000W00112.wav,当月住宅类商
347,vits,15,S015F002P000W00076.wav,347_ori_vits_15_S015F002P000W00076.wav,抑制楼市过快上涨
348,vits,01,S001F002P000W00024.wav,348_ori_vits_01_S001F002P000W00024.wav,社会的需要
349,ori,06,S006F004P000W00008.wav,349_ori_ori_06_S006F004P000W00008.wav,她庄严
350,vits,23,S023F002P000W00010.wav,350_ori_vits_23_S023F002P000W00010.wav,汽车
351,ours,01,S001F023P000W00091.wav,351_ori_ours_01_S001F023P000W00091.wav,提高素养
352,vits,16,S016F004P000W00191.wav,352_ori_vits_16_S016F004P000W00191.wav,经济动
353,seedvc,01,S001F017P000W00048.wav,353_ori_seedvc_01_S001F017P000W00048.wav,创造和谐社会贡献自己的一份力量
354,GlowTTSAndHiFI-GAN,01,S001F023P000W00091.wav,354_ori_GlowTTSAndHiFI-GAN_01_S001F023P000W00091.wav,提高素养
355,GlowTTSAndHiFI-GAN,23,S023F001P000W01213.wav,355_ori_GlowTTSAndHiFI-GAN_23_S023F001P000W01213.wav,城投券
356,ours,19,S019F027P000W00001.wav,356_ori_ours_19_S019F027P000W00001.wav,我学会了
357,vits,20,S020F002P000W00016.wav,357_ori_vits_20_S020F002P000W00016.wav,供给
358,GlowTTSAndHiFI-GAN,20,S020F002P000W00015.wav,358_ori_GlowTTSAndHiFI-GAN_20_S020F002P000W00015.wav,当
359,vits,23,S023F002P000W01184.wav,359_ori_vits_23_S023F002P000W01184.wav,并未能给公这些公司带来
360,vits,01,S001F017P000W00025.wav,360_ori_vits_01_S001F017P000W00025.wav,守则等也要学习法律常识
361,ori,19,S019F027P000W00001.wav,361_ori_ori_19_S019F027P000W00001.wav,我学会了
362,ori,19,S019F018P000W00018.wav,362_ori_ori_19_S019F018P000W00018.wav,而幸福
363,seedvc,06,S006F004P000W00070.wav,363_ori_seedvc_06_S006F004P000W00070.wav,它助我们在主动中
364,seedvc,15,S015F002P000W00766.wav,364_ori_seedvc_15_S015F002P000W00766.wav,汽车模具以及
365,GlowTTSAndHiFI-GAN,23,S023F001P000W01080.wav,365_ori_GlowTTSAndHiFI-GAN_23_S023F001P000W01080.wav,英
366,seedvc,15,S015F002P000W00487.wav,366_ori_seedvc_15_S015F002P000W00487.wav,价
367,seedvc,01,S001F018P000W00010.wav,367_ori_seedvc_01_S001F018P000W00010.wav,儒家学派
368,ori,19,S019F002P000W00016.wav,368_ori_ori_19_S019F002P000W00016.wav,其主要表现为
369,ori,18,S018F003P000W00054.wav,369_ori_ori_18_S018F003P000W00054.wav,按时清扫卫生
370,GlowTTSAndHiFI-GAN,15,S015F002P000W00076.wav,370_ori_GlowTTSAndHiFI-GAN_15_S015F002P000W00076.wav,抑制楼市过快上涨
371,seedvc,23,S023F002P000W00010.wav,371_ori_seedvc_23_S023F002P000W00010.wav,汽车
372,vits,06,S006F009P000W00038.wav,372_ori_vits_06_S006F009P000W00038.wav,后也不知道
373,ori,15,S015F002P000W00512.wav,373_ori_ori_15_S015F002P000W00512.wav,债券
374,vits,23,S023F001P000W01213.wav,374_ori_vits_23_S023F001P000W01213.wav,城投券
375,seedvc,01,S001F001P000W00037.wav,375_ori_seedvc_01_S001F001P000W00037.wav,愿我们都能以一颗感恩之心
376,vits,16,S016F001P000W00218.wav,376_ori_vits_16_S016F001P000W00218.wav,程序
377,seedvc,16,S016F004P000W00038.wav,377_ori_seedvc_16_S016F004P000W00038.wav,消防机器人
378,vits,19,S019F002P000W00014.wav,378_ori_vits_19_S019F002P000W00014.wav,张金哲教授确诊为
379,GlowTTSAndHiFI-GAN,15,S015F002P000W00457.wav,379_ori_GlowTTSAndHiFI-GAN_15_S015F002P000W00457.wav,转型后的整合营销集团
380,vits,06,S006F009P000W00155.wav,380_ori_vits_06_S006F009P000W00155.wav,矛
381,vits,20,S020F004P000W00450.wav,381_ori_vits_20_S020F004P000W00450.wav,寻人启事
382,ours,20,S020F004P000W00302.wav,382_ori_ours_20_S020F004P000W00302.wav,动真格
383,ours,19,S019F018P000W00018.wav,383_ori_ours_19_S019F018P000W00018.wav,而幸福
384,ours,23,S023F001P000W01528.wav,384_ori_ours_23_S023F001P000W01528.wav,产业
385,GlowTTSAndHiFI-GAN,16,S016F004P000W00108.wav,385_ori_GlowTTSAndHiFI-GAN_16_S016F004P000W00108.wav,虽然杭州将为亚运会
386,ours,06,S006F009P000W00122.wav,386_ori_ours_06_S006F009P000W00122.wav,受到侵害时
387,GlowTTSAndHiFI-GAN,19,S019F001P000W00002.wav,387_ori_GlowTTSAndHiFI-GAN_19_S019F001P000W00002.wav,来自北京理工大学
388,ours,01,S001F007P000W00009.wav,388_ori_ours_01_S001F007P000W00009.wav,并不是一种负担
389,GlowTTSAndHiFI-GAN,06,S006F007P000W00029.wav,389_ori_GlowTTSAndHiFI-GAN_06_S006F007P000W00029.wav,所以我依然想担任
390,seedvc,19,S019F027P000W00001.wav,390_ori_seedvc_19_S019F027P000W00001.wav,我学会了
391,ours,18,S018F010P000W00194.wav,391_ori_ours_18_S018F010P000W00194.wav,社会才能发展进步
392,GlowTTSAndHiFI-GAN,23,S023F002P000W01184.wav,392_ori_GlowTTSAndHiFI-GAN_23_S023F002P000W01184.wav,并未能给公这些公司带来
393,ori,15,S015F002P000W00442.wav,393_ori_ori_15_S015F002P000W00442.wav,推广新媒体的版图
394,seedvc,15,S015F002P000W01043.wav,394_ori_seedvc_15_S015F002P000W01043.wav,赛事的经验累
395,ori,23,S023F001P000W01528.wav,395_ori_ori_23_S023F001P000W01528.wav,产业
396,ours,15,S015F002P000W00693.wav,396_ori_ours_15_S015F002P000W00693.wav,作为独立公司的
397,vits,16,S016F003P000W00208.wav,397_ori_vits_16_S016F003P000W00208.wav,三
398,GlowTTSAndHiFI-GAN,15,S015F002P000W01043.wav,398_ori_GlowTTSAndHiFI-GAN_15_S015F002P000W01043.wav,赛事的经验累
399,ours,15,S015F002P000W00827.wav,399_ori_ours_15_S015F002P000W00827.wav,因此
